source,sourceLabel,audience,tier,sheetGroup,name,id,rarity,faction,shipType,roleNote,requiresUniqueEquipment,row,column
newbie,맨땅뉴비,벽뉴비 권장,B,구축 DD,Z46,267,SSR,철혈,구축,"절혈 점수용
Z1은 Z급 버퍼

상시 소형건조",False,27,3
newbie,맨땅뉴비,벽뉴비 권장,B,구축 DD,르 말랭(µ장비),481,SSR,비시아,구축,"전열 딜러
뮤 함순이는 진영점수X
아이리스 점수
르 말랭 : 훈장교환
뮤 : 코어데이터샵",False,27,4
newbie,맨땅뉴비,벽뉴비 권장,B,구축 DD,르 말랭,394,SSR,비시아,구축,"전열 딜러
뮤 함순이는 진영점수X
아이리스 점수
르 말랭 : 훈장교환
뮤 : 코어데이터샵",False,27,5
newbie,맨땅뉴비,벽뉴비 권장,B,구축 DD,키예프,535,SSR,노스유니온,구축,"딜 특화 유리대포
작전 문서
소형 상시건조",False,27,6
newbie,맨땅뉴비,벽뉴비 권장,B,구축 DD,폼페오 마뇨,541,SSR,사르데냐,구축,"딜 특화 유리대포
작전 문서
소형 상시건조",False,27,7
newbie,맨땅뉴비,벽뉴비 권장,B,구축 DD,르 테리블,522,SSR,아이리스,구축,"적당한 딜탱
아이리스
소형 상시건조",False,27,8
newbie,맨땅뉴비,벽뉴비 권장,B,경순 CL,피닉스,32,R,유니온,경순,"전열 탱 대체제
해역 드랍
대함대 상점",False,27,12
newbie,맨땅뉴비,벽뉴비 권장,B,경순 CL,컬루,373,R,로열,경순,"보급형 공습선도
차라리 아리아케 ㄱㄱ
상시 소형건조",False,27,14
newbie,맨땅뉴비,벽뉴비 권장,B,경순 CL,마그데부르크,525,SSR,철혈,경순,"작전문서
소형 상시건조",False,27,16
newbie,맨땅뉴비,벽뉴비 권장,B,경순 CL,뉘른베르크,486,SR,철혈,경순,"대공 보조
잠수함 경치버프
소형 상시건조",False,27,18
newbie,맨땅뉴비,벽뉴비 권장,B,중순 / 대순 CA,볼티모어(µ장비),478,SR,유니온,중순,"적당한 딜
뮤함순이는 진영점수X
적당한 딜/약한 몸
대함대 상점",False,27,20
newbie,맨땅뉴비,벽뉴비 권장,B,중순 / 대순 CA,타카오,200,SSR,중앵,중순,"3번자리 딜러
훈장 교환",False,27,22
newbie,맨땅뉴비,벽뉴비 권장,B,중순 / 대순 CA,폴라,489,SSR,사르데냐,중순,"차라 있으면 교환고려
3번 자리 딜러
사르데냐 진영점수
훈장 교환",False,27,24
newbie,맨땅뉴비,벽뉴비 권장,B,"항모 CV, 경항모 CVL",인트레피드,442,SSR,유니온,항모,"파갑
유니온 점수작
특형 상시건조",False,27,28
newbie,맨땅뉴비,벽뉴비 권장,B,"항모 CV, 경항모 CVL",히류,227,SR,중앵,항모,"저렴한 개장값
초반에 무난하게 쓰기좋음
3지역 드랍",False,27,30
newbie,맨땅뉴비,벽뉴비 권장,B,"항모 CV, 경항모 CVL",소류,226,SR,중앵,항모,"저렴한 개장값
초반에 무난하게 쓰기좋음
3지역 드랍",False,27,31
newbie,맨땅뉴비,벽뉴비 권장,B,"항모 CV, 경항모 CVL",아카기,224,SSR,중앵,항모,"서로 시너지
3-4 보스 파밍",False,27,32
newbie,맨땅뉴비,벽뉴비 권장,B,"항모 CV, 경항모 CVL",카가,225,SSR,중앵,항모,"서로 시너지
3-4 보스 파밍",False,27,33
newbie,맨땅뉴비,벽뉴비 권장,B,"항모 CV, 경항모 CVL",카츠라기,520,SSR,중앵,항모,"3일본 방어 버프
특형 상시건조",False,27,34
newbie,맨땅뉴비,벽뉴비 권장,B,"전함 BB, 순전 BC",리토리오,410,SSR,사르데냐,전함,"사르데냐 파츠
사르데냐 점수
작전문서",False,27,36
newbie,맨땅뉴비,벽뉴비 권장,B,"전함 BB, 순전 BC",토사,215,SSR,중앵,전함,"사거리 짧은 탄막
훈장 교환",False,27,38
newbie,맨땅뉴비,벽뉴비 권장,B,"전함 BB, 순전 BC",앨라배마,401,SSR,유니온,전함,"유니온 점수쌀먹
메인으로 쓰긴 아쉬움
훈장 교환",False,27,40
newbie,맨땅뉴비,벽뉴비 권장,B,"전함 BB, 순전 BC",됭케르크,352,SR,비시아,순전,"프랑스 함대 파츠
선장전, 딜 버프
중형 상시건조",False,27,42
newbie,맨땅뉴비,벽뉴비 권장,B,구축 DD,라피,19,SR,유니온,구축,"시작함 3인방, 초반 해역 여기저기서 드랍",False,31,2
newbie,맨땅뉴비,벽뉴비 권장,B,구축 DD,재블린,101,SR,로열,구축,"시작함 3인방, 초반 해역 여기저기서 드랍",False,31,3
newbie,맨땅뉴비,벽뉴비 권장,B,구축 DD,아야나미,155,SR,중앵,구축,"시작함 3인방, 초반 해역 여기저기서 드랍",False,31,3
newbie,맨땅뉴비,벽뉴비 권장,B,구축 DD,Z23,236,SR,철혈,구축,"딜탱 밸런스
철혈 점수작
시작함 3인방
도감 달성 보상",False,31,4
newbie,맨땅뉴비,벽뉴비 권장,B,구축 DD,카스미,424,SR,중앵,구축,"중앵 점수작용
대함대 상점",False,31,8
newbie,맨땅뉴비,벽뉴비 권장,B,경순 CL,스위프트슈어,393,SSR,로열,경순,"로열 점수작용
소형 상시건조",False,31,12
newbie,맨땅뉴비,벽뉴비 권장,B,경순 CL,클리블랜드(µ장비),420,SR,유니온,경순,"뮤함순이는 진영점수X
적당한 딜/약한 몸
대함대 상점",False,31,14
newbie,맨땅뉴비,벽뉴비 권장,B,중순 / 대순 CA,알제리,455,SSR,비시아,중순,작은 육각형,False,31,20
newbie,맨땅뉴비,벽뉴비 권장,B,중순 / 대순 CA,론(µ장비),479,SSR,철혈,중순,"뮤함순이는 진영점수X
코어데이터 교환",False,31,22
newbie,맨땅뉴비,벽뉴비 권장,B,중순 / 대순 CA,엑세터,126,SR,로열,중순,감속요원,False,31,24
newbie,맨땅뉴비,벽뉴비 권장,B,"항모 CV, 경항모 CVL",레인저,75,N,유니온,경항모,"도파민 발사대
절약팟 멤버
신경안써도 구해짐",False,31,28
newbie,맨땅뉴비,벽뉴비 권장,B,"항모 CV, 경항모 CVL",다이호(µ장비),474,SSR,중앵,항모,"4 뮤 시너지
근데 뮤는 진영점수X
훈장 교환",False,31,30
newbie,맨땅뉴비,벽뉴비 권장,B,"항모 CV, 경항모 CVL",일러스트리어스(µ장비),480,SSR,로열,항모,"여기 있긴한데 뉴비땐 비추
코어데이터샵 교환",False,31,32
newbie,맨땅뉴비,벽뉴비 권장,B,"항모 CV, 경항모 CVL",아크 로열(META),M002,SSR,META,항모,"바인더 대체
상시 META",False,31,34
newbie,맨땅뉴비,벽뉴비 권장,B,"전함 BB, 순전 BC",티르피츠,251,SSR,철혈,전함,"철혈 점수 필요하면 육성할만함
아니면 쓸이유없음
훈장 교환",False,31,36
newbie,맨땅뉴비,벽뉴비 권장,B,"전함 BB, 순전 BC",소비에츠카야 러시아,441,SSR,노스유니온,전함,노스 유니온 조합 필요,False,31,38
newbie,맨땅뉴비,벽뉴비 권장,B,"전함 BB, 순전 BC",장 바르,353,SSR,비시아,전함,"프랑스 함대 파츠
선장전, 대경장용
훈장 교환",False,31,42
